AGEP,PINCP,POVPIP
10,N,501
2,N,331
38,153000.0,501
57,130000.0,501
63,19800.0,151
15,0.0,136
88,12900.0,225
23,19000.0,501
84,14400.0,N
76,9000.0,75
14,N,501
5,N,329
81,63700.0,501
66,31800.0,346
84,54900.0,417
15,0.0,321
56,87200.0,501
68,9000.0,501
69,25770.0,212
69,18000.0,291
68,10400.0,118
32,67000.0,501
27,53000.0,501
58,20000.0,392
68,15100.0,118
77,15000.0,319
15,0.0,425
8,N,97
20,3000.0,501
79,39700.0,345
76,52300.0,434
26,14000.0,125
14,N,159
33,33800.0,428
44,69350.0,501
48,90000.0,501
39,0.0,501
22,0.0,0
76,0.0,0
68,26000.0,501
43,135000.0,501
38,22000.0,501
10,N,252
5,N,33
60,12100.0,100
60,45000.0,501
67,7800.0,80
65,104500.0,501
66,9500.0,78
61,250000.0,501
93,9200.0,122
84,81200.0,501
28,52000.0,455
60,0.0,501
23,22000.0,158
41,46200.0,501
48,552000.0,501
80,4800.0,N
45,24000.0,257
28,20600.0,177
71,13200.0,501
0,N,83
5,N,191
66,180200.0,501
69,54400.0,501
29,147000.0,501
27,105000.0,501
38,22000.0,202
25,0.0,N
59,2300.0,N
69,60000.0,501
79,8200.0,501
41,4200.0,39
28,56000.0,501
45,1700.0,8
59,27000.0,300
39,12500.0,272
19,29750.0,N
60,32000.0,184
56,38400.0,501
26,0.0,161
8,N,N
15,0.0,207
19,470.0,256
31,36000.0,501
24,12000.0,92
27,9900.0,29
6,N,501
39,72000.0,501
4,N,501
36,0.0,N
2,N,165
38,162300.0,200
24,7400.0,260
25,46000.0,349
12,N,423
39,189000.0,501
36,9300.0,70
67,8800.0,62
32,53000.0,401
9,N,280
6,N,33
79,30000.0,247
46,5000.0,58
10,N,501
25,28300.0,215
61,1200.0,231
15,0.0,501
24,9000.0,199
77,74600.0,501
21,15000.0,286
1,N,116
57,72000.0,501
12,N,108
31,0.0,0
4,N,218
18,0.0,N
26,9300.0,501
34,95000.0,501
75,16800.0,N
30,36000.0,372
55,90000.0,501
73,12000.0,501
57,375000.0,501
20,0.0,N
20,5000.0,38
1,N,501
69,10300.0,501
40,28000.0,189
43,14000.0,106
35,105000.0,501
27,2500.0,51
1,N,53
60,1300.0,469
66,1700.0,61
42,0.0,52
57,212040.0,501
7,N,501
28,15000.0,265
81,234000.0,501
46,87020.0,501
62,36200.0,186
45,250400.0,501
3,N,182
19,75000.0,N
51,74050.0,501
65,23400.0,305
68,33000.0,133
24,64000.0,497
48,0.0,0
53,22000.0,216
70,101000.0,501
24,35000.0,272
17,0.0,501
20,12000.0,177
58,70000.0,501
27,1200.0,10
37,240.0,88
70,244600.0,501
76,9100.0,73
65,12600.0,182
14,N,501
26,25000.0,235
0,N,312
10,N,145
56,46000.0,384
25,35000.0,267
26,30500.0,232
66,45600.0,501
16,0.0,501
68,33400.0,417
64,35000.0,362
33,0.0,98
35,104400.0,501
30,155000.0,501
60,25000.0,501
30,65000.0,501
21,0.0,0
30,28000.0,468
25,20000.0,255
52,1000.0,6
57,100000.0,501
58,22000.0,397
51,54000.0,372
55,28000.0,501
61,102000.0,501
31,137000.0,501
60,375000.0,501
27,100000.0,501
12,N,43
75,71400.0,501
36,60000.0,464
64,94400.0,501
56,164020.0,501
73,35800.0,501
8,N,501
53,600.0,9
93,5400.0,48
31,9700.0,73
41,130000.0,501
15,0.0,501
36,60000.0,455
27,130000.0,501
37,60000.0,501
5,N,501
19,0.0,N
68,25700.0,501
77,19800.0,96
54,6000.0,501
1,N,291
33,130000.0,501
24,56000.0,426
12,N,246
29,3000.0,193
65,130000.0,501
42,30000.0,232
56,87200.0,501
70,7100.0,86
76,18000.0,226
23,85000.0,501
30,20360.0,156
69,12300.0,101
10,N,45
9,N,501
33,43000.0,261
21,0.0,7
28,56000.0,425
33,78000.0,501
37,65060.0,496
76,5700.0,47
51,300000.0,501
72,52500.0,437
33,0.0,98
34,13100.0,501
26,0.0,491
48,18000.0,222
23,0.0,35
69,9500.0,204
9,N,501
80,12700.0,N
34,60000.0,501
18,2300.0,N
70,620700.0,501
88,45900.0,375
63,30000.0,327
94,17200.0,134
64,75000.0,501
88,86000.0,501
70,16500.0,135
74,10700.0,90
11,N,501
58,120000.0,486
11,N,501
73,35600.0,501
41,33000.0,245
27,13000.0,188
4,N,215
4,N,372
55,55000.0,416
21,430.0,N
81,10000.0,82
30,50000.0,501
20,5000.0,N
73,188700.0,501
19,32000.0,N
21,4200.0,165
22,20000.0,152
59,0.0,501
39,0.0,0
9,N,501
54,327000.0,501
61,23000.0,297
11,N,102
47,60000.0,501
75,84000.0,501
53,50000.0,250
28,60000.0,458
29,70000.0,501
64,18000.0,136
76,9400.0,501
32,238000.0,501
39,66100.0,501
42,3000.0,501
23,11000.0,83
57,153100.0,501
42,540.0,473
42,600.0,76
75,161000.0,501
4,N,305
25,48000.0,336
12,N,501
53,30000.0,485
40,9700.0,74
18,5800.0,329
65,0.0,501
69,0.0,179
49,30000.0,312
44,197900.0,501
13,N,263
19,1000.0,N
56,30000.0,226
22,13000.0,98
41,7000.0,501
62,7000.0,92
62,45000.0,265
12,N,211
22,7500.0,12
37,121000.0,501
58,333100.0,501
21,0.0,7
32,5800.0,51
18,31500.0,N
44,60000.0,459
20,5000.0,N
19,32000.0,N
20,1800.0,N
1,N,501
54,33300.0,231
72,10800.0,87
1,N,501
55,29000.0,344
19,0.0,N
50,57000.0,501
62,150000.0,501
55,94000.0,501
15,0.0,329
8,N,231
48,13000.0,501
8,N,102
25,80000.0,501
39,45000.0,397
21,1200.0,N
26,69000.0,501
32,259960.0,501
6,N,204
20,0.0,N
53,61000.0,501
21,22000.0,281
25,0.0,471
32,55000.0,501
16,0.0,N
11,N,144
10,N,83
29,63000.0,481
26,32000.0,376
31,114010.0,501
10,N,501
76,20000.0,326
36,96000.0,501
52,62000.0,473
42,74000.0,458
34,50000.0,331
72,42800.0,353
32,138000.0,501
49,18000.0,111
62,302500.0,501
48,160000.0,501
9,N,N
34,30000.0,344
46,516000.0,501
77,21500.0,207
61,113000.0,501
31,26000.0,249
12,N,154
42,71000.0,282
3,N,74
24,55000.0,418
12,N,501
18,0.0,501
37,0.0,430
47,0.0,N
82,6300.0,182
69,6500.0,212
24,30000.0,226
29,37000.0,501
11,N,164
16,0.0,318
32,53000.0,441
31,101200.0,501
32,94000.0,501
18,2600.0,N
66,22000.0,501
23,70000.0,501
79,25300.0,264
54,114000.0,501
67,52500.0,345
12,N,501
55,9160.0,107
27,60700.0,247
67,48000.0,397
80,50800.0,499
16,4500.0,397
36,0.0,99
5,N,231
3,N,501
30,31210.0,501
55,26100.0,215
12,N,501
81,286000.0,501
73,127000.0,501
28,60000.0,452
77,13000.0,406
9,N,69
33,5600.0,302
53,52000.0,395
76,78200.0,501
73,12000.0,215
57,50000.0,437
42,30000.0,415
79,21900.0,501
29,63000.0,481
43,27000.0,131
37,15000.0,N
46,35000.0,501
3,N,501
62,39500.0,465
51,0.0,501
48,0.0,N
44,10000.0,160
59,25000.0,190
45,62000.0,455
72,0.0,N
61,27800.0,214
67,7700.0,230
57,62000.0,472
75,13900.0,501
59,0.0,78
73,39600.0,324
50,39000.0,284
23,20000.0,153
54,80000.0,501
57,30000.0,501
19,0.0,N
10,N,501
15,0.0,463
41,28800.0,174
58,23100.0,501
57,52000.0,501
51,225000.0,501
27,65000.0,501
50,50000.0,501
71,9800.0,80
35,140000.0,501
3,N,62
18,0.0,N
28,127000.0,501
30,20000.0,119
64,29000.0,219
20,3000.0,501
75,17900.0,501
12,N,378
69,9500.0,78
31,34000.0,302
36,70000.0,501
19,0.0,370
30,14100.0,189
65,18000.0,N
4,N,423
28,0.0,54
53,24000.0,194
70,10200.0,181
19,4000.0,30
42,120000.0,501
60,40080.0,501
58,8400.0,176
11,N,257
17,0.0,103
6,N,227
42,290000.0,501
68,55000.0,501
65,32000.0,263
6,N,412
40,50000.0,379
45,12000.0,59
64,47200.0,501
62,0.0,2
11,N,73
63,32000.0,323
1,N,501
76,8100.0,501
58,29500.0,244
52,50000.0,352
76,337000.0,501
3,N,8
7,N,169
22,7600.0,194
48,63000.0,318
39,37000.0,352
43,140000.0,501
34,0.0,378
70,55000.0,406
59,40000.0,304
32,19600.0,148
73,35300.0,403
58,20300.0,154
26,34220.0,501
82,32000.0,361
64,25000.0,190
53,250000.0,501
27,30000.0,227
4,N,0
68,34300.0,378
73,591000.0,501
60,25000.0,501
4,N,247
35,61000.0,465
44,60000.0,456
9,N,110
48,44000.0,N
57,22200.0,501
28,0.0,501
45,36000.0,397
77,12000.0,151
60,289000.0,501
76,5700.0,47
15,0.0,501
69,27500.0,227
61,174000.0,501
42,14400.0,447
52,33000.0,184
60,48800.0,480
21,3500.0,N
41,17600.0,159
19,5000.0,N
48,0.0,0
40,85000.0,501
43,28000.0,87
52,65000.0,325
57,9000.0,69
77,212500.0,501
36,410000.0,501
25,41000.0,317
9,N,256
61,13200.0,131
55,12700.0,384
57,102500.0,501
19,0.0,N
38,50000.0,501
21,1200.0,N
5,N,87
20,0.0,N
2,N,501
25,19300.0,144
68,62000.0,501
32,0.0,0
68,0.0,501
64,103000.0,501
46,195000.0,501
31,35000.0,259
35,170000.0,501
38,123000.0,44
30,20360.0,155
47,430.0,3
64,19900.0,167
80,24900.0,314
12,N,266
66,10600.0,501
44,69350.0,501
55,20100.0,165
32,82000.0,501
83,57600.0,414
11,N,501
68,0.0,501
12,N,501
61,74000.0,501
65,48900.0,490
1,N,186
65,8200.0,59
57,0.0,250
44,163300.0,501
4,N,305
45,48500.0,371
5,N,413
82,12800.0,N
57,958200.0,501
70,318000.0,501
22,3000.0,22
17,1000.0,501
1,N,18
28,60000.0,452
74,0.0,0
41,45000.0,337
3,N,501
54,32900.0,231
60,58000.0,501
32,7000.0,501
72,7800.0,501
58,8400.0,63
20,0.0,366
54,0.0,501
70,17200.0,501
40,42000.0,501
30,111000.0,501
36,82000.0,501
7,N,254
50,80000.0,501
54,200000.0,501
31,3300.0,N
15,0.0,18
21,0.0,N
16,0.0,501
47,0.0,90
9,N,501
75,17400.0,428
17,0.0,180
62,5300.0,38
47,5000.0,58
58,0.0,319
49,2000.0,235
59,281000.0,501
3,N,501
62,16400.0,472
54,43000.0,317
27,0.0,364
5,N,346
25,30000.0,501
37,55000.0,260
44,33000.0,249
36,30000.0,228
69,105000.0,501
19,5000.0,38
3,N,208
6,N,310
55,63000.0,481
53,22000.0,216
33,50000.0,328
10,N,331
28,45000.0,343
7,N,501
50,1300.0,501
31,135770.0,501
24,0.0,501
44,143250.0,501
58,32000.0,244
40,60000.0,453
59,22500.0,173
32,40000.0,304
43,19440.0,76
87,16700.0,137
4,N,332
66,37300.0,246
31,40000.0,208
67,38000.0,320
15,0.0,501
31,30000.0,181
51,73500.0,501
11,N,257
50,21700.0,124
36,76000.0,501
11,N,164
11,N,144
37,40000.0,302
33,30000.0,226
10,N,501
27,230000.0,501
34,24000.0,181
32,29380.0,221
87,6000.0,49
20,0.0,0
55,95000.0,501
64,21590.0,501
17,930.0,28
19,3000.0,168
59,24000.0,180
72,67150.0,465
24,41030.0,501
77,21900.0,182
41,50000.0,381
0,N,39
35,410120.0,501
31,55000.0,415
3,N,312
32,73000.0,501
54,70000.0,501
71,20800.0,429
40,651000.0,501
74,24800.0,205
19,50000.0,N
13,N,56
61,49500.0,501
7,N,357
34,35000.0,501
23,0.0,N
22,0.0,0
72,59000.0,489
19,11000.0,83
58,50000.0,251
66,9300.0,191
26,59000.0,501
33,100010.0,501
78,30000.0,501
28,15000.0,265
45,155000.0,501
53,30500.0,243
36,130000.0,501
24,50000.0,501
4,N,501
74,12600.0,104
45,116000.0,501
32,80000.0,501
4,N,267
54,4300.0,426
24,25000.0,192
44,0.0,0
34,569800.0,501
55,94000.0,501
67,90000.0,501
62,2440.0,48
17,600.0,442
24,15000.0,501
4,N,501
55,35000.0,374
67,427000.0,501
66,92000.0,501
63,10000.0,78
19,6000.0,N
55,190000.0,501
67,26900.0,223
80,6000.0,80
19,75000.0,380
55,553000.0,501
32,40000.0,305
69,31000.0,116
82,26520.0,387
12,N,0
94,8500.0,141
5,N,33
27,5200.0,44
16,740.0,501
47,101020.0,501
15,0.0,74
0,N,501
54,183700.0,501
78,18000.0,149
55,52000.0,394
49,0.0,160
17,1200.0,376
88,0.0,0
53,621000.0,501
72,33700.0,277
67,16600.0,501
33,0.0,0
64,45000.0,366
62,0.0,0
58,0.0,0
4,N,0
88,31100.0,454
61,9000.0,212
28,0.0,0
8,N,501
4,N,331
56,110000.0,501
25,140500.0,501
38,571000.0,501
56,37000.0,280
17,590.0,442
60,9800.0,73
18,0.0,477
66,5300.0,405
2,N,83
16,0.0,394
57,20000.0,277
70,35100.0,437
54,85000.0,501
6,N,501
76,97000.0,501
15,0.0,149
7,N,138
63,30000.0,227
65,49900.0,501
74,23000.0,501
40,20500.0,187
45,30000.0,147
3,N,24
44,49000.0,501
20,0.0,0
5,N,201
59,400000.0,501
6,N,501
38,150520.0,412
51,5000.0,58
76,30600.0,300
18,32000.0,N
95,14400.0,N
18,7100.0,303
18,3000.0,N
41,600.0,1
12,N,421
57,143140.0,501
56,75000.0,501
18,0.0,N
32,3800.0,51
66,32600.0,218
4,N,501
75,565000.0,501
3,N,127
27,82000.0,501
72,67150.0,465
8,N,223
3,N,501
10,N,366
62,300.0,111
36,205000.0,501
38,131000.0,227
71,32000.0,261
19,16000.0,N
59,54000.0,319
54,52000.0,501
8,N,64
39,32100.0,501
64,100.0,167
18,8800.0,N
29,46030.0,501
39,43000.0,162
10,N,0
67,269000.0,501
10,N,501
66,283500.0,501
75,38000.0,501
75,14400.0,362
66,32700.0,379
24,2500.0,19
28,24000.0,180
81,44600.0,476
76,50000.0,414
79,10160.0,84
48,1000.0,7
19,3700.0,500
31,37500.0,305
82,6000.0,49
60,268000.0,501
28,20900.0,177
9,N,N
38,45600.0,501
63,287000.0,501
42,24000.0,139
26,20800.0,256
15,0.0,501
37,65060.0,492
63,93700.0,501
20,0.0,366
18,9970.0,492
51,0.0,501
9,N,279
46,18000.0,501
26,12000.0,90
32,166300.0,501
20,10000.0,N
54,215000.0,501
75,11700.0,155
25,30000.0,229
12,N,501
62,56000.0,411
15,200.0,57
11,N,166
58,93000.0,501
24,42000.0,320
13,N,122
82,142000.0,501
14,N,109
39,63000.0,476
62,15600.0,N
20,12000.0,91
16,1000.0,501
75,67300.0,501
62,0.0,422
57,10600.0,N
29,28000.0,213
3,N,501
70,15600.0,315
57,0.0,501
5,N,501
39,13500.0,98
47,64000.0,501
45,45000.0,340
55,93120.0,501
38,50000.0,501
58,140000.0,501
34,194000.0,501
17,0.0,175
25,46800.0,405
19,1000.0,7
61,12800.0,75
40,76000.0,501
66,19500.0,378
81,43200.0,353
47,571000.0,501
72,4800.0,N
21,430.0,N
58,55000.0,501
38,26000.0,332
74,10100.0,83
12,N,501
22,10000.0,81
23,50000.0,380
51,36000.0,501
72,82400.0,501
49,30000.0,219
50,50000.0,501
78,50300.0,414
54,9100.0,68
1,N,63
2,N,133
80,161200.0,501
35,93000.0,501
34,60000.0,453
15,0.0,501
80,42000.0,276
27,88000.0,501
40,112000.0,501
24,12000.0,91
62,0.0,0
68,19800.0,410
12,N,121
10,N,N
41,12200.0,154
28,60000.0,458
6,N,98
45,13300.0,449
35,0.0,391
42,11100.0,84
24,9000.0,274
30,50300.0,N
68,0.0,501
78,37200.0,501
42,25000.0,501
18,0.0,470
63,820.0,6
14,N,402
48,115000.0,501
43,33000.0,194
34,0.0,415
63,0.0,35
51,122000.0,501
58,9000.0,274
4,N,501
50,115000.0,501
34,31900.0,182
63,78000.0,501
43,0.0,501
25,56000.0,434
20,0.0,N
77,36000.0,296
33,32100.0,157
20,0.0,N
35,65000.0,N
64,9600.0,72
39,24000.0,460
40,150000.0,501
16,0.0,468
56,7000.0,140
59,11600.0,88
46,27000.0,437
62,30500.0,319
43,70000.0,501
20,0.0,177
31,21200.0,501
58,0.0,0
77,8800.0,50
20,18200.0,458
35,113000.0,501
1,N,7
15,0.0,162
21,0.0,501
49,15000.0,501
39,46000.0,384
55,10200.0,76
59,24000.0,361
17,10000.0,501
72,7200.0,247
66,8400.0,501
67,175000.0,501
43,68000.0,202
19,32080.0,N
63,154000.0,501
53,76000.0,501
44,28500.0,215
58,6800.0,51
59,27000.0,203
94,161100.0,501
20,2500.0,19
70,120000.0,501
45,60000.0,496
40,35000.0,222
6,N,501
21,4300.0,24
20,0.0,N
14,N,122
56,9300.0,68
35,58000.0,501
35,122800.0,501
27,65000.0,364
58,9000.0,299
17,0.0,381
65,61400.0,501
0,N,7
25,45000.0,350
54,30000.0,117
9,N,501
84,127000.0,501
15,0.0,168
18,130.0,55
23,75000.0,N
15,0.0,28
41,0.0,106
61,36000.0,501
42,32000.0,241
39,100000.0,501
33,96300.0,501
18,5500.0,N
70,63000.0,466
40,60500.0,501
33,23000.0,89
12,N,459
71,15000.0,126
27,11400.0,87
67,40200.0,428
40,70000.0,484
4,N,415
52,12000.0,501
55,23400.0,256
58,0.0,0
35,0.0,391
72,50000.0,501
35,53000.0,400
29,65000.0,501
10,N,264
33,101100.0,501
60,51000.0,501
77,100000.0,501
68,82800.0,501
72,37500.0,308
85,8000.0,66
10,N,501
87,11600.0,95
36,36000.0,198
51,230000.0,501
33,26000.0,245
19,0.0,N
64,20000.0,76
75,37200.0,501
65,65000.0,501
49,0.0,85
23,6200.0,136
42,50000.0,380
11,N,501
20,11500.0,N
50,10600.0,300
2,N,501
50,50000.0,382
12,N,501
28,7000.0,53
74,116700.0,501
0,N,501
19,7000.0,53
13,N,501
11,N,161
14,N,495
64,100000.0,501
19,4800.0,36
3,N,8
72,54000.0,501
5,N,151
19,50000.0,N
15,3600.0,202
2,N,501
67,15000.0,124
20,2300.0,N
21,4500.0,N
23,69000.0,501
52,25600.0,190
72,15600.0,501
14,N,501
67,6400.0,437
84,18400.0,135
43,22000.0,166
32,22900.0,187
45,8400.0,477
39,2800.0,80
12,N,43
65,38900.0,456
57,176500.0,501
38,0.0,406
34,0.0,0
48,0.0,501
81,9300.0,76
16,5000.0,501
19,1000.0,7
12,N,501
30,15600.0,114
46,23000.0,174
43,0.0,0
34,55000.0,501
72,16900.0,153
19,1500.0,N
34,31000.0,236
66,8400.0,74
61,54500.0,501
19,7000.0,52
70,111900.0,501
31,24900.0,139
54,78000.0,501
14,N,157
54,0.0,N
4,N,155
85,205900.0,501
66,9440.0,78
71,14000.0,115
62,8400.0,501
21,6000.0,N
15,9500.0,501
79,9800.0,233
19,0.0,N
28,30700.0,236
20,6000.0,45
48,55000.0,420
46,0.0,0
64,1200.0,214
6,N,132
23,71000.0,501
88,29500.0,N
64,0.0,176
21,0.0,0
40,0.0,202
57,53000.0,401
67,38700.0,320
74,22000.0,180
36,51200.0,196
32,72000.0,501
77,9100.0,71
26,90000.0,501
63,120000.0,501
49,2000.0,27
27,50000.0,380
38,0.0,501
41,35600.0,411
78,9200.0,76
63,60000.0,501
3,N,34
42,37000.0,433
29,0.0,167
37,24000.0,192
39,82000.0,501
58,30000.0,501
20,20000.0,501
54,0.0,0
47,30000.0,354
15,0.0,28
13,N,501
47,9500.0,194
12,N,501
12,N,239
41,152220.0,501
52,50000.0,333
20,8000.0,384
21,0.0,N
18,1200.0,122
56,8900.0,N
45,200000.0,501
31,0.0,489
51,30000.0,501
43,80000.0,501
61,85000.0,501
7,N,501
9,N,501
68,39600.0,324
16,1000.0,325
64,34500.0,273
35,92000.0,501
47,50000.0,296
18,0.0,N
1,N,93
5,N,501
57,80000.0,501
54,2300.0,213
64,9000.0,227
20,25000.0,194
70,30500.0,501
45,8300.0,254
5,N,354
41,17600.0,159
19,700.0,221
73,57200.0,501
72,104500.0,501
44,85000.0,331
68,21600.0,168
10,N,155
1,N,297
18,0.0,N
42,30000.0,229
80,54000.0,443
28,20000.0,501
45,0.0,501
57,23000.0,174
33,26500.0,290
56,164020.0,501
62,63600.0,485
4,N,149
43,100000.0,501
13,N,49
34,9810.0,481
61,40020.0,501
54,25100.0,146
66,261000.0,501
38,19000.0,78
64,53000.0,501
39,19200.0,137
29,40000.0,304
61,0.0,47
43,20000.0,77
33,4.0,98
77,96200.0,501
18,0.0,N
27,4100.0,324
83,147500.0,501
51,145100.0,501
43,110000.0,501
50,0.0,373
71,61200.0,501
44,9000.0,65
62,69000.0,501
62,201200.0,501
2,N,106
12,N,501
9,N,501
6,N,15
41,0.0,501
41,12000.0,58
63,0.0,183
24,10000.0,75
72,201000.0,501
31,571000.0,501
55,28200.0,295
48,55000.0,501
17,4500.0,28
45,180000.0,501
18,7800.0,N
34,30000.0,116
38,90000.0,501
44,52000.0,501
24,8200.0,N
80,56000.0,501
52,91000.0,501
93,21300.0,N
52,680.0,5
49,9000.0,N
52,25000.0,190
36,24000.0,323
21,0.0,0
57,20000.0,N
29,10000.0,75
67,41000.0,480
19,11000.0,136
64,29000.0,219
51,5900.0,44
38,22000.0,501
65,568800.0,501
82,27000.0,223
51,600.0,4
62,45000.0,501
32,0.0,230
62,180000.0,501
20,36000.0,501
60,117200.0,501
43,18900.0,92
55,5000.0,37
71,29100.0,448
68,95500.0,501
77,90000.0,501
26,82000.0,501
61,17500.0,144
59,25000.0,456
66,56200.0,501
17,3000.0,110
11,N,501
54,50000.0,501
57,22200.0,501
94,10000.0,501
55,42000.0,483
18,0.0,41
57,16000.0,147
29,30000.0,228
5,N,265
11,N,109
48,571000.0,501
36,127000.0,501
37,69000.0,397
57,0.0,38
76,193000.0,501
60,40000.0,301
60,32000.0,244
39,128000.0,501
82,41200.0,339
72,0.0,501
94,14400.0,N
20,25400.0,388
56,7200.0,53
39,40000.0,267
56,150000.0,501
0,N,N
33,43200.0,501
26,31000.0,234
32,0.0,0
56,0.0,468
68,53000.0,384
60,19700.0,295
30,62100.0,356
44,16500.0,106
65,4800.0,362
45,100000.0,501
59,0.0,0
41,49000.0,365
45,22200.0,501
42,75050.0,501
7,N,501
28,38000.0,288
8,N,501
20,0.0,N
47,80000.0,501
20,1500.0,332
80,94000.0,501
68,49200.0,362
12,N,501
35,122000.0,501
70,52500.0,396
37,24000.0,129
19,0.0,N
42,148100.0,501
77,31200.0,255
60,48000.0,359
28,36000.0,274
15,1000.0,86
69,6400.0,341
5,N,0
4,N,2
68,63100.0,501
48,0.0,92
73,32000.0,265
65,17600.0,144
40,310900.0,501
51,0.0,226
15,0.0,57
13,N,75
12,N,501
57,9000.0,261
48,24000.0,180
66,66000.0,501
20,0.0,250
10,N,501
58,33000.0,248
64,24000.0,217
57,68600.0,501
5,N,335
10,N,188
26,70000.0,501
84,12690.0,N
21,22000.0,501
61,14000.0,105
67,4800.0,N
95,286000.0,501
53,0.0,282
72,13000.0,345
73,444800.0,501
21,0.0,5
37,0.0,329
63,86000.0,501
32,45000.0,344
84,14400.0,118
42,100000.0,501
80,49400.0,501
13,N,501
28,60000.0,452
22,36000.0,263
13,N,153
41,25000.0,116
28,55000.0,419
64,130000.0,501
5,N,0
72,80600.0,501
71,42820.0,501
29,0.0,0
28,68000.0,501
17,0.0,43
35,0.0,0
89,9300.0,N
63,24200.0,291
74,36400.0,307
3,N,182
61,0.0,301
9,N,122
30,36000.0,274
24,0.0,287
16,0.0,501
11,N,124
74,60800.0,500
63,10500.0,501
52,50000.0,379
1,N,16
44,8900.0,65
23,0.0,N
21,0.0,0
30,5600.0,501
74,40000.0,293
75,6300.0,80
22,9600.0,75
6,N,501
61,0.0,158
64,0.0,167
46,85000.0,499
29,62000.0,501
60,70000.0,345
16,0.0,281
60,0.0,461
67,26100.0,379
10,N,288
69,105000.0,501
44,72000.0,501
59,175000.0,501
63,18200.0,501
30,57950.0,437
66,8000.0,96
67,10800.0,501
85,77000.0,501
17,1300.0,288
68,1800.0,14
64,0.0,N
62,16800.0,114
63,12500.0,37
74,116700.0,501
63,138000.0,501
19,50000.0,N
43,42000.0,324
68,187000.0,501
36,410000.0,501
14,N,362
24,440.0,0
8,N,182
32,242300.0,501
51,0.0,177
29,14000.0,106
72,831000.0,501
12,N,501
49,9300.0,69
13,N,120
7,N,127
44,30000.0,226
65,85000.0,501
32,63000.0,476
10,N,97
48,40000.0,328
14,N,501
70,46900.0,389
30,10600.0,76
19,17300.0,468
25,21900.0,501
25,36000.0,N
48,54000.0,501
19,8000.0,N
10,N,501
10,N,501
15,0.0,149
42,0.0,0
51,13600.0,222
69,30000.0,298
30,75000.0,501
19,0.0,N
20,22000.0,291
38,197000.0,127
34,112000.0,501
65,7200.0,57
16,0.0,501
42,8700.0,68
75,37150.0,501
55,198100.0,501
58,45000.0,310
7,N,501
29,25000.0,215
73,19200.0,189
59,25000.0,269
60,108800.0,501
32,42000.0,501
22,0.0,482
63,10600.0,501
2,N,501
65,0.0,501
50,150000.0,501
3,N,501
41,21000.0,77
16,0.0,192
7,N,418
60,0.0,54
3,N,176
51,14900.0,114
23,32000.0,229
67,91000.0,501
69,191000.0,501
8,N,501
40,250000.0,501
86,0.0,188
61,23000.0,297
65,165000.0,501
94,0.0,N
34,45000.0,501
17,0.0,71
4,N,501
38,0.0,405
29,72000.0,501
59,12000.0,90
27,94900.0,501
15,0.0,501
60,96000.0,501
29,41600.0,443
16,1000.0,501
35,140020.0,501
10,N,501
56,55050.0,417
69,105400.0,501
36,14700.0,142
64,4400.0,36
58,63000.0,467
35,52000.0,378
30,36000.0,342
11,N,501
84,1500.0,64
14,N,501
40,127000.0,501
57,0.0,0
18,0.0,N
65,59400.0,501
70,12700.0,104
80,40800.0,454
26,34000.0,113
29,0.0,0
44,96000.0,464
6,N,64
63,12500.0,103
7,N,432
44,35000.0,210
41,16000.0,264
56,255000.0,501
29,20000.0,259
30,60000.0,453
32,8800.0,67
42,35000.0,264
44,10000.0,160
70,15300.0,128
54,150000.0,501
50,95000.0,322
45,40000.0,367
45,60000.0,496
12,N,180
34,50000.0,431
43,6000.0,84
16,0.0,36
27,84000.0,501
72,41000.0,439
41,11900.0,42
40,32000.0,241
0,N,N
48,15000.0,113
38,22000.0,425
63,9000.0,68
62,99100.0,501
67,36200.0,262
39,68000.0,499
28,36000.0,194
30,153000.0,501
50,10300.0,80
22,800.0,5
49,0.0,244
20,0.0,0
25,49200.0,373
31,8600.0,285
56,425000.0,501
38,92000.0,357
69,412000.0,501
23,2000.0,12
5,N,148
20,8000.0,384
54,50000.0,380
19,0.0,N
32,82000.0,501
73,577400.0,501
79,13500.0,501
2,N,501
15,900.0,98
48,60000.0,501
12,N,132
47,6900.0,34
4,N,N
35,100000.0,501
86,16900.0,N
35,43120.0,325
62,15000.0,75
31,8600.0,140
52,45000.0,501
67,204300.0,501
43,13200.0,266
37,114000.0,501
37,0.0,N
17,2500.0,501
63,13000.0,76
47,0.0,137
49,0.0,90
18,3000.0,106
59,60000.0,501
48,14100.0,433
10,N,145
56,37000.0,282
29,71500.0,501
17,0.0,152
30,16800.0,98
41,16000.0,264
18,14000.0,N
48,170000.0,501
88,22800.0,149
58,38400.0,317
58,159000.0,501
61,15000.0,113
29,62000.0,472
2,N,3
43,138500.0,501
14,N,68
20,3400.0,179
36,34000.0,378
36,110000.0,501
20,7000.0,N
63,0.0,501
29,26000.0,198
58,70000.0,501
60,48000.0,501
66,5200.0,405
55,145000.0,501
54,40000.0,501
65,17100.0,130
16,300.0,501
88,12000.0,N
33,55000.0,501
44,0.0,73
68,81800.0,501
7,N,22
43,86000.0,423
78,18000.0,149
69,162800.0,501
22,170.0,482
9,N,387
70,4800.0,47
23,30000.0,226
61,190.0,0
34,150000.0,501
40,140000.0,501
42,40000.0,132
69,84000.0,501
34,213000.0,501
24,25500.0,188
26,32000.0,287
27,34000.0,274
56,39000.0,409
44,42100.0,501
31,31000.0,501
