,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
11440,2,1,2,1,2,N,7,5
11441,2,1,2,1,2,N,4,8
11442,1,2,1,1,2,N,9,9
11443,1,6,1,1,2,N,9,10
11444,1,1,2,1,2,N,7,10
11445,2,N,1,1,2,N,N,4
11446,1,1,1,1,2,N,4,9
11447,2,6,1,1,2,N,0,4
11448,2,1,2,1,2,N,7,4
11449,1,N,1,1,2,N,N,N
11450,2,6,1,1,1,N,0,4
11451,1,1,2,1,1,N,3,10
11452,1,1,1,1,1,N,9,9
11453,2,6,1,1,2,N,0,4
11454,2,N,1,1,1,N,N,1
11455,2,1,2,1,1,N,6,5
11456,1,1,2,1,1,N,7,7
11457,6,1,1,1,1,N,0,9
11458,1,1,2,1,1,N,9,9
11459,1,1,1,1,1,N,5,9
11460,1,1,2,1,2,N,0,1
11461,1,1,2,1,1,N,6,8
11462,1,6,1,1,1,N,0,4
11463,1,1,1,1,1,N,4,5
11464,1,N,1,1,1,N,N,3
11465,1,4,1,2,0,N,9,2
11466,1,1,2,1,1,N,9,9
11467,1,6,1,1,2,N,8,10
11468,1,6,1,1,2,N,4,10
11469,9,N,1,1,2,N,N,3
11470,1,1,1,1,1,N,2,5
11471,6,6,2,3,0,N,1,7
11472,1,N,1,1,1,N,N,N
11473,6,1,1,1,1,N,7,12
11474,6,3,2,1,1,N,3,3
11475,1,6,2,1,1,N,0,10
11476,1,N,2,1,2,N,N,3
11477,1,6,2,1,1,N,1,5
11478,2,1,1,1,2,N,5,7
11479,1,1,2,1,1,N,0,4
11480,1,1,1,1,1,N,8,9
11481,1,N,2,1,2,N,N,N
11482,2,5,2,1,2,N,3,4
11483,1,1,1,1,2,N,2,5
11484,1,4,2,1,1,N,8,10
11485,1,6,2,1,2,N,1,9
11486,1,1,1,1,2,N,5,9
11487,2,6,2,1,2,N,2,5
11488,2,6,1,1,2,N,2,7
11489,2,3,2,1,2,N,4,5
11490,1,N,2,1,2,N,N,3
11491,2,4,2,1,1,N,9,10
11492,1,1,1,1,1,N,7,4
11493,3,6,2,1,1,N,9,9
11494,1,6,1,1,1,N,7,7
11495,2,1,2,1,1,N,3,7
11496,1,4,1,1,1,2,9,10
11497,1,6,2,1,2,N,7,9
11498,2,6,1,1,2,N,3,5
11499,1,N,2,1,1,N,N,3
11500,2,1,2,1,2,N,4,5
11501,3,6,1,1,1,N,3,6
11502,2,N,2,1,1,N,N,2
11503,1,1,1,1,1,N,9,9
11504,1,2,1,1,1,N,8,10
11505,1,1,2,1,1,N,9,10
11506,1,1,2,1,1,N,3,8
11507,1,6,1,2,0,N,1,5
11508,9,6,1,1,1,N,0,4
11509,1,N,1,1,1,N,N,N
11510,1,1,2,1,2,N,5,9
11511,1,1,2,1,1,N,9,11
11512,1,1,2,1,1,N,8,10
11513,2,6,1,1,1,N,0,4
11514,1,6,2,1,1,N,0,4
11515,8,4,1,1,1,N,4,5
11516,1,6,2,1,1,N,3,7
11517,1,1,1,1,1,N,2,5
11518,1,6,2,1,2,N,0,9
11519,1,N,2,1,1,N,N,3
11520,1,6,2,1,1,N,5,5
11521,1,1,1,1,1,N,9,11
11522,1,6,2,1,2,N,1,5
11523,2,6,1,1,1,N,4,7
11524,6,1,2,1,2,N,6,8
11525,1,6,2,1,2,N,8,10
11526,1,6,2,1,1,N,0,4
11527,3,6,1,1,2,N,3,5
11528,2,6,2,1,2,N,5,5
11529,6,N,1,1,1,N,N,2
11530,3,1,1,1,1,N,4,5
11531,1,2,2,1,2,N,8,10
11532,2,6,1,1,2,N,3,5
11533,1,N,1,1,2,N,N,3
11534,1,3,2,1,1,N,3,5
11535,1,1,1,1,1,N,1,7
11536,1,4,2,1,1,N,1,11
11537,1,N,1,1,1,N,N,3
11538,1,N,1,1,1,N,N,N
11539,1,6,2,1,1,N,6,9
11540,1,6,2,1,1,N,8,10
11541,1,6,1,1,1,N,9,9
11542,1,6,1,3,0,N,3,9
11543,1,1,2,1,1,N,5,7
11544,1,6,1,1,1,N,0,4
11545,1,6,1,1,2,N,7,9
11546,3,6,1,1,2,N,0,4
11547,2,2,2,3,0,N,1,5
11548,2,4,2,1,2,N,2,5
11549,2,3,2,1,1,N,1,4
11550,2,6,2,1,2,N,2,10
11551,9,2,2,2,0,N,0,5
11552,1,N,2,1,1,N,N,3
11553,6,N,2,1,1,N,N,2
11554,1,6,1,1,2,N,8,10
11555,1,N,1,1,2,N,N,N
11556,6,2,2,1,1,N,9,10
11557,2,N,1,1,1,N,N,N
11558,1,1,1,1,1,N,9,9
11559,1,1,2,1,2,N,4,5
11560,1,1,1,1,1,N,0,4
11561,1,1,2,1,2,N,9,9
11562,2,N,1,1,1,N,N,3
11563,1,N,2,1,1,N,N,1
11564,1,1,2,1,1,N,5,6
11565,1,4,2,1,1,N,8,11
11566,2,6,2,1,1,N,1,8
11567,1,1,1,1,1,N,9,8
11568,1,4,1,1,1,N,2,7
11569,1,6,2,1,1,N,9,9
11570,2,2,1,1,1,N,9,9
11571,2,6,1,1,1,N,0,4
11572,1,3,2,1,1,N,9,5
11573,2,6,1,1,1,N,7,9
11574,6,6,1,1,1,N,0,4
11575,1,6,2,1,2,N,1,4
11576,1,1,2,1,1,N,4,8
11577,2,4,1,1,1,N,3,11
11578,6,1,1,1,2,N,7,10
11579,1,N,1,1,2,N,N,3
11580,1,1,1,1,1,N,8,4
11581,9,N,1,1,2,N,N,1
11582,1,6,2,1,2,N,0,4
11583,2,2,2,1,1,N,2,5
11584,2,1,1,1,1,N,5,8
11585,1,6,2,1,2,N,3,3
11586,2,N,2,1,1,N,N,N
11587,1,1,1,1,1,N,9,9
11588,1,6,2,3,0,N,0,7
11589,1,6,1,1,2,N,4,5
11590,2,1,1,1,1,N,6,7
11591,1,6,1,1,2,N,2,5
11592,1,1,2,1,1,N,9,9
11593,6,N,1,1,1,N,N,N
11594,2,1,1,1,2,N,8,7
11595,1,1,1,1,1,N,9,9
11596,8,6,1,1,1,N,0,4
11597,2,6,2,3,0,N,1,7
11598,2,4,1,1,2,N,3,5
11599,1,N,1,1,2,N,N,1
11600,1,1,1,1,1,N,9,10
11601,1,N,2,1,2,N,N,3
11602,2,4,2,1,1,N,3,7
11603,2,6,1,1,2,N,7,9
11604,1,6,2,1,1,N,8,9
11605,2,1,1,1,1,N,6,5
11606,2,4,2,1,1,N,5,5
11607,3,6,2,1,2,N,2,5
11608,2,6,1,1,2,N,3,5
11609,1,1,1,1,1,N,7,11
11610,2,4,1,1,1,N,2,5
11611,1,1,1,1,1,N,9,10
11612,1,6,1,3,0,N,0,7
11613,2,5,2,1,2,N,5,8
11614,1,1,1,1,1,N,7,8
11615,2,N,1,1,2,N,N,3
11616,6,1,1,1,1,N,7,8
11617,1,1,2,1,1,N,8,11
11618,1,6,2,3,0,N,1,7
11619,1,6,1,1,1,N,0,4
11620,1,6,2,1,2,N,0,9
11621,6,6,2,1,1,N,0,5
11622,6,1,1,1,1,N,9,9
11623,6,1,1,1,1,N,4,10
11624,1,6,2,1,2,N,3,9
11625,1,1,1,1,1,N,4,9
11626,1,N,2,1,1,N,N,4
11627,1,N,1,1,1,N,N,3
11628,2,6,1,1,2,N,5,7
11629,6,1,2,1,2,N,0,8
11630,1,4,2,1,1,N,6,5
11631,5,5,2,1,2,N,2,3
11632,6,1,1,1,1,N,8,11
11633,1,N,1,1,1,N,N,3
11634,6,N,2,1,1,N,N,2
11635,6,N,2,1,1,N,N,2
11636,2,4,2,1,2,N,7,8
11637,1,6,1,2,0,N,0,5
11638,9,N,2,1,2,N,N,3
11639,1,1,2,1,1,N,3,3
11640,1,N,1,1,2,N,N,3
11641,6,6,1,1,2,N,9,9
11642,2,6,2,1,2,N,1,5
11643,6,N,1,1,1,N,N,3
11644,1,N,1,1,2,2,N,3
11645,2,4,2,1,2,N,5,5
11646,1,1,1,1,2,N,9,11
11647,2,6,2,1,1,N,2,7
11648,1,N,2,1,1,N,N,2
11649,2,1,1,1,1,N,3,4
11650,1,1,1,1,1,N,2,4
11651,1,1,1,1,1,N,8,10
11652,8,1,1,1,1,N,0,3
11653,2,1,1,1,1,N,1,6
11654,1,1,2,1,2,N,7,10
11655,2,6,2,1,2,N,8,12
11656,1,1,1,1,1,N,2,9
11657,1,1,2,1,1,N,0,10
11658,1,1,1,1,2,N,4,6
11659,1,1,1,1,1,N,8,11
11660,1,3,2,1,1,N,4,5
11661,1,1,2,1,1,N,6,11
11662,6,3,2,1,1,N,4,3
11663,1,6,1,1,1,N,6,9
11664,1,2,2,3,0,N,1,7
11665,1,N,2,1,2,N,N,2
11666,1,6,2,1,2,N,2,11
11667,2,5,2,1,1,N,5,7
11668,2,N,1,1,2,N,N,N
11669,1,N,2,1,1,N,N,3
11670,1,4,2,1,1,N,8,10
11671,1,6,2,3,0,N,0,7
11672,1,N,2,1,1,N,N,N
11673,3,6,2,1,1,N,0,5
11674,1,6,1,1,1,N,0,3
11675,1,4,2,1,1,N,8,12
11676,2,3,2,1,2,N,6,5
11677,1,N,1,1,2,N,N,N
11678,1,1,2,1,1,N,9,11
11679,1,1,1,1,1,N,0,5
11680,6,1,1,1,1,N,7,10
11681,1,6,1,3,0,N,5,7
11682,1,1,2,1,1,N,6,10
11683,1,N,1,1,1,N,N,3
11684,2,1,2,1,1,N,8,10
11685,1,N,2,1,2,N,N,1
11686,2,6,2,1,2,N,7,5
11687,2,6,2,2,0,N,0,5
11688,1,1,1,1,1,N,7,9
11689,1,4,1,1,1,N,8,8
11690,1,N,2,1,1,N,N,3
11691,2,1,2,1,1,N,2,8
11692,3,1,2,1,1,N,0,4
11693,6,1,2,1,1,N,0,3
11694,1,1,1,1,1,N,9,10
11695,1,3,1,1,1,N,3,7
11696,1,1,1,1,1,N,9,9
11697,1,N,2,1,1,N,N,N
11698,1,N,2,1,2,N,N,2
11699,1,N,1,1,1,N,N,3
11700,2,6,2,1,2,N,8,10
11701,1,1,1,1,1,N,6,5
11702,1,N,1,1,1,N,N,3
11703,1,1,2,1,1,N,9,9
11704,6,1,2,1,1,N,9,10
11705,1,6,2,1,1,N,6,6
11706,2,N,2,1,2,N,N,3
11707,1,1,2,1,1,N,9,10
11708,2,4,2,1,1,N,9,7
11709,1,N,2,1,2,N,N,N
11710,2,N,2,1,2,N,N,2
11711,2,6,2,1,2,N,0,4
11712,2,6,2,1,2,N,5,9
11713,2,N,2,1,1,N,N,N
11714,1,5,2,1,1,N,1,5
11715,2,5,1,1,1,N,0,9
11716,2,1,1,1,1,N,7,8
11717,1,3,2,1,1,N,3,6
11718,2,1,2,1,1,N,6,8
11719,1,1,1,1,1,N,0,10
11720,1,6,2,1,1,N,8,9
11721,2,4,2,1,1,N,6,5
11722,1,1,2,1,1,N,4,5
11723,1,6,2,1,2,N,1,10
11724,2,6,2,2,0,N,2,7
11725,2,1,2,1,1,N,9,11
11726,2,6,1,1,1,N,7,5
11727,2,2,1,1,2,N,8,9
11728,6,1,2,1,1,N,9,10
11729,1,6,1,1,1,N,6,11
11730,1,6,2,1,1,N,1,5
11731,1,1,2,1,1,N,9,9
11732,1,6,2,3,0,N,0,7
11733,2,6,1,3,0,N,0,7
11734,3,6,2,1,2,N,6,10
11735,1,6,1,1,1,N,8,7
11736,1,N,1,1,2,N,N,3
11737,2,6,2,1,2,N,1,5
11738,2,6,2,3,0,N,0,7
11739,2,6,2,2,0,N,2,6
11740,6,2,1,3,0,N,0,9
11741,2,6,2,1,2,N,6,5
11742,1,6,2,1,1,N,0,5
11743,3,1,2,1,1,N,1,6
11744,1,1,2,1,2,N,6,9
11745,1,N,2,1,1,N,N,1
11746,1,1,2,1,1,N,9,11
11747,2,N,1,1,1,N,N,3
11748,2,6,2,3,0,N,2,3
11749,1,1,1,1,1,N,6,6
11750,1,1,1,1,1,N,9,9
11751,1,6,1,1,2,N,4,7
11752,9,N,1,1,2,N,N,N
11753,1,1,1,1,1,N,2,6
11754,1,N,1,1,2,N,N,4
11755,1,6,2,1,2,N,1,8
11756,8,N,2,1,1,N,N,3
11757,2,4,2,1,1,N,2,10
11758,2,1,1,1,1,N,9,8
11759,1,1,1,1,1,N,0,6
11760,6,N,1,1,1,N,N,2
11761,1,6,1,1,1,N,0,4
11762,2,6,1,3,0,N,0,7
11763,2,6,2,1,1,N,9,9
11764,1,3,2,2,0,N,6,6
11765,1,1,1,1,1,N,3,5
11766,1,6,1,1,1,N,1,5
11767,1,6,1,3,0,N,0,4
11768,1,1,1,1,1,N,5,9
11769,1,1,1,1,1,N,9,11
11770,1,1,1,1,1,N,6,7
11771,1,4,1,2,0,N,7,8
11772,1,1,2,1,1,N,7,9
11773,2,1,1,1,1,N,0,7
11774,1,N,1,1,1,N,N,N
11775,9,N,2,1,1,N,N,N
11776,1,3,1,1,2,N,3,1
11777,2,4,1,1,1,N,9,12
11778,2,N,2,1,1,N,N,3
11779,1,N,2,1,1,N,N,1
11780,1,1,1,1,1,N,8,11
11781,1,6,1,1,2,N,6,9
11782,2,1,2,1,2,N,4,9
11783,2,6,2,1,1,N,2,8
11784,1,1,1,1,1,N,8,7
11785,2,N,2,1,2,N,N,3
11786,1,N,2,1,1,N,N,N
11787,2,6,1,3,0,N,0,7
11788,1,1,2,1,2,N,7,7
11789,5,4,2,1,1,N,1,3
11790,2,N,1,1,2,N,N,3
11791,2,N,2,1,2,N,N,N
11792,2,5,2,1,2,N,6,7
11793,1,1,2,1,1,N,6,10
11794,1,6,1,1,1,N,4,6
11795,6,6,1,3,0,N,0,7
11796,2,6,2,1,2,N,4,5
11797,2,N,1,1,1,N,N,3
11798,9,N,2,1,1,N,N,N
11799,2,1,2,1,1,N,7,9
11800,2,N,2,1,2,N,N,2
11801,2,N,1,1,2,N,N,3
11802,8,6,2,3,0,N,1,7
11803,2,1,1,1,1,N,6,5
11804,1,N,2,1,1,N,N,1
11805,1,1,1,1,1,N,7,12
11806,2,N,1,1,1,N,N,N
11807,1,1,1,1,1,N,8,7
11808,2,6,1,1,2,N,5,9
11809,2,6,1,1,2,N,3,9
11810,2,1,2,1,2,N,8,10
11811,1,6,1,1,2,N,2,7
11812,1,6,1,1,2,N,8,9
11813,8,6,1,1,2,N,5,6
11814,2,N,2,1,2,N,N,3
11815,1,1,1,1,2,N,6,10
11816,6,6,1,1,1,N,0,11
11817,2,6,2,3,0,N,0,9
11818,1,1,1,1,1,N,9,10
11819,1,1,2,1,1,N,5,5
11820,2,1,1,1,1,N,0,8
11821,8,N,1,1,1,N,N,N
11822,1,4,2,1,1,N,6,7
11823,1,1,1,1,2,N,5,7
11824,1,N,2,1,2,N,N,3
11825,2,6,1,1,2,N,6,5
11826,1,1,2,1,1,N,4,9
11827,3,5,2,1,1,N,1,7
11828,2,N,2,1,1,N,2,7
11829,1,1,1,1,1,N,6,10
11830,2,4,2,1,2,N,4,9
11831,1,6,1,1,2,N,9,11
11832,1,1,1,1,1,N,9,9
11833,1,6,1,2,0,N,5,5
11834,1,1,1,1,1,N,9,11
11835,1,6,1,1,1,N,0,4
11836,1,6,1,1,2,N,4,9
11837,2,6,1,2,0,N,0,5
11838,1,1,1,1,2,N,1,5
11839,2,4,2,1,1,N,6,10
11840,1,1,2,1,1,N,1,11
11841,1,1,2,1,1,N,7,10
11842,1,6,1,1,2,N,4,9
11843,2,3,2,1,1,N,2,5
11844,2,N,1,1,1,N,N,3
11845,8,6,2,1,1,N,3,7
11846,2,4,2,1,2,N,8,7
11847,1,3,2,1,1,N,3,7
11848,1,6,1,1,2,N,0,7
11849,2,3,2,1,1,N,3,4
11850,1,1,2,1,1,N,8,9
11851,2,6,1,1,1,N,3,7
11852,1,6,2,1,2,N,5,6
11853,1,6,1,1,1,N,8,12
11854,6,N,1,1,2,N,N,N
11855,1,6,2,1,1,N,0,7
11856,1,4,1,1,1,N,0,5
11857,9,1,1,1,1,N,8,9
11858,1,4,2,1,2,N,1,4
11859,1,4,2,1,1,N,2,7
11860,1,1,1,1,1,N,8,10
11861,1,N,2,1,2,N,N,3
11862,1,1,2,1,1,N,2,9
11863,8,N,1,1,2,N,N,1
11864,1,1,1,1,1,N,9,9
11865,1,1,2,1,1,N,7,5
11866,8,1,2,1,1,N,1,8
11867,2,6,2,1,1,N,0,5
11868,1,1,1,1,1,N,9,10
11869,1,6,1,1,2,N,3,9
11870,1,1,1,1,1,N,3,7
11871,3,1,2,1,1,N,5,5
11872,8,6,1,1,2,3,4,5
11873,2,6,2,1,2,N,8,5
11874,1,6,1,1,1,N,0,10
11875,8,N,1,1,1,N,N,3
11876,2,1,2,1,1,N,0,7
11877,1,3,2,1,1,N,9,11
11878,1,N,1,1,2,N,N,1
11879,2,N,1,1,1,N,N,3
11880,1,6,2,1,2,N,6,5
11881,1,1,2,1,2,N,0,4
11882,3,N,1,1,1,N,N,2
11883,1,1,2,1,1,N,9,9
11884,1,6,1,1,1,N,7,8
11885,1,1,2,1,2,N,4,7
11886,2,6,1,1,2,N,6,7
11887,2,1,2,1,1,N,4,8
11888,1,6,2,1,2,N,7,9
11889,1,1,1,1,1,N,8,4
11890,8,1,1,1,1,N,N,10
11891,1,N,1,1,1,N,N,1
11892,1,1,1,1,1,N,5,4
11893,4,6,2,1,2,N,1,4
11894,1,N,2,1,1,N,N,2
11895,9,N,2,1,1,N,N,2
11896,9,N,1,1,1,N,N,N
11897,1,1,2,1,1,N,9,10
11898,1,3,2,1,1,N,2,9
11899,2,1,2,1,1,N,3,4
11900,1,1,2,1,1,N,1,5
11901,1,3,2,1,1,N,6,7
11902,1,N,2,1,2,N,N,6
11903,1,1,2,1,1,N,1,5
11904,1,N,1,1,1,N,N,3
11905,6,N,1,1,1,N,N,3
11906,1,6,1,1,1,N,9,7
11907,2,6,2,1,2,N,3,4
11908,1,1,2,1,1,N,9,11
11909,2,6,2,1,2,N,2,7
11910,1,1,1,1,1,N,9,11
11911,1,1,2,1,1,N,4,5
11912,1,N,1,1,2,N,N,3
11913,1,6,1,1,1,N,1,4
11914,3,1,1,1,2,N,2,7
11915,1,6,2,1,1,N,0,7
11916,1,N,2,1,1,N,N,3
11917,1,1,2,1,1,N,6,6
11918,1,N,2,1,1,N,N,3
11919,2,4,2,1,2,N,3,7
11920,1,1,1,1,1,N,6,8
11921,9,N,1,1,2,N,N,2
11922,2,5,1,1,2,N,3,6
11923,2,1,2,1,2,N,4,8
11924,2,1,2,1,1,N,1,5
11925,9,6,2,1,1,N,2,7
11926,1,N,1,1,2,N,N,N
11927,1,6,2,1,2,N,4,5
11928,1,1,1,1,1,N,0,12
11929,1,N,1,1,1,N,N,2
11930,1,6,1,1,1,N,9,12
11931,1,1,2,1,2,N,5,5
11932,2,6,2,1,1,N,3,1
11933,2,1,2,1,1,N,6,5
11934,1,1,2,1,1,N,9,9
11935,2,6,1,1,1,N,0,3
11936,1,6,2,1,1,N,0,9
11937,2,4,2,1,2,N,2,6
11938,1,6,2,1,1,N,2,5
11939,1,1,2,1,1,N,0,9
11940,1,6,2,1,2,N,2,5
11941,1,6,1,1,1,N,2,4
11942,2,1,1,1,2,N,5,7
11943,2,2,2,1,2,N,3,5
11944,1,N,1,1,1,N,N,3
11945,1,3,2,1,1,N,3,9
11946,1,3,2,1,2,N,5,10
11947,1,1,2,1,1,N,9,11
11948,1,1,1,1,1,N,0,5
11949,1,N,2,1,1,N,N,2
11950,1,1,1,1,1,N,9,10
11951,1,1,1,1,1,N,9,11
11952,2,6,2,1,1,N,3,7
11953,1,6,2,1,2,N,2,7
11954,1,6,1,1,1,N,7,9
11955,6,1,1,1,1,N,4,7
11956,2,6,2,1,2,N,8,9
11957,1,N,2,1,1,N,N,3
11958,1,4,2,1,1,N,6,8
11959,8,1,1,1,1,N,6,8
11960,1,6,1,1,2,N,5,9
11961,2,6,2,1,2,N,9,1
11962,2,1,1,1,1,N,9,10
11963,1,N,1,1,2,N,N,N
11964,1,1,2,1,1,N,6,9
11965,2,1,1,1,1,N,6,7
11966,1,1,2,1,1,N,4,7
11967,1,1,1,1,1,N,9,11
11968,2,3,2,1,1,N,6,1
11969,1,1,2,1,1,N,9,10
11970,1,5,2,1,1,N,2,8
11971,1,1,2,1,1,N,7,5
11972,1,1,2,1,1,N,7,9
11973,1,6,1,1,1,N,9,7
11974,2,N,2,1,2,N,N,3
11975,1,1,2,1,1,N,1,5
11976,1,1,1,1,1,N,9,10
11977,2,4,1,1,1,N,3,10
11978,6,6,1,1,2,N,5,10
11979,1,1,2,1,1,N,7,9
11980,6,6,1,3,0,N,0,7
11981,2,6,1,1,2,N,8,10
11982,9,2,2,1,1,N,0,10
11983,1,1,2,1,2,N,8,9
11984,1,1,1,1,2,N,9,11
11985,2,6,1,1,2,N,2,6
11986,2,6,2,1,1,N,1,8
11987,1,6,1,3,0,N,3,7
11988,1,1,1,1,1,N,8,9
11989,2,6,2,1,2,N,2,7
11990,3,N,1,1,1,N,N,3
11991,1,1,2,1,1,N,6,9
11992,1,3,2,1,2,N,3,9
11993,1,6,2,1,2,N,1,9
11994,1,6,1,1,2,N,0,4
11995,1,1,1,1,1,N,9,5
11996,1,6,2,1,2,N,0,5
11997,1,6,1,1,2,N,5,7
11998,1,N,1,1,1,N,N,3
11999,1,N,1,1,2,N,N,N
12000,2,N,2,1,1,N,N,7
12001,6,N,2,1,2,N,N,3
12002,2,5,1,1,1,N,2,5
12003,1,6,1,1,2,N,4,7
12004,1,N,2,1,1,N,N,3
12005,6,1,1,1,1,N,5,7
12006,1,6,2,1,2,N,2,9
12007,1,3,2,1,1,N,8,10
12008,1,1,1,1,2,N,7,10
12009,1,1,2,1,1,N,9,7
12010,2,1,2,1,1,N,5,9
12011,9,N,1,1,1,N,N,3
12012,1,1,1,1,1,N,9,9
12013,2,1,2,1,2,N,3,8
12014,1,1,1,1,2,N,2,8
12015,1,1,1,1,2,N,5,5
12016,1,6,2,1,2,N,3,9
12017,6,6,1,1,1,N,0,4
12018,1,1,2,1,1,N,5,7
12019,1,1,2,1,1,N,5,8
12020,1,1,1,1,1,N,8,10
12021,2,6,1,1,2,N,2,6
12022,2,4,2,1,1,N,3,7
12023,2,N,1,1,1,N,N,3
12024,1,1,2,1,1,N,9,7
12025,1,1,1,1,1,N,8,9
12026,2,6,2,1,2,N,4,7
12027,2,1,2,1,1,N,5,4
12028,1,1,2,1,1,N,7,9
12029,3,6,2,1,1,N,2,7
12030,1,6,2,1,1,N,0,7
12031,1,1,2,1,1,N,0,7
12032,1,1,1,1,1,N,6,9
12033,6,6,2,1,1,N,3,8
12034,2,4,2,1,2,N,2,5
12035,2,6,1,1,1,N,1,4
12036,1,1,2,1,1,N,7,10
12037,2,1,1,1,2,N,2,5
12038,8,1,1,1,1,N,N,10
12039,1,1,1,1,1,N,9,9
12040,1,N,2,1,1,N,N,3
12041,1,6,2,3,0,N,0,9
12042,6,6,1,1,2,N,2,10
12043,2,1,2,1,2,N,1,8
12044,1,1,2,1,1,N,2,7
12045,1,6,2,1,2,N,4,6
12046,8,N,2,1,2,N,N,3
12047,1,1,1,1,1,N,4,6
12048,1,6,1,1,1,N,7,7
12049,1,2,2,1,1,N,9,12
12050,1,N,1,1,1,N,N,3
12051,1,6,1,1,1,N,7,9
12052,2,N,1,1,2,N,N,3
12053,1,1,1,1,1,N,0,9
12054,1,N,1,1,1,N,N,N
12055,8,N,1,1,2,N,N,3
12056,3,5,1,1,1,N,0,12
12057,1,1,2,1,1,N,7,7
12058,2,4,1,1,1,N,8,7
12059,1,1,2,1,2,N,4,10
12060,1,N,1,1,2,N,N,3
12061,2,6,1,2,0,N,0,5
12062,1,4,2,1,1,N,6,5
12063,1,N,2,1,1,N,N,3
12064,2,3,2,1,1,N,3,9
12065,2,4,2,1,2,N,0,8
12066,6,6,2,1,1,N,5,10
12067,2,4,2,1,2,N,8,9
12068,6,1,1,1,1,N,8,10
12069,2,1,1,1,2,N,8,12
12070,1,1,1,1,2,N,9,9
12071,8,6,2,1,1,N,0,4
12072,1,1,1,1,1,N,8,10
12073,1,4,2,1,2,N,4,5
12074,1,1,1,1,1,N,0,9
12075,1,6,2,1,2,N,4,10
12076,1,4,1,1,1,N,6,9
12077,3,4,2,1,1,N,1,6
12078,8,4,2,1,2,N,2,4
12079,2,4,1,1,2,N,0,9
12080,3,6,1,1,1,N,5,8
12081,1,2,2,1,1,N,9,9
12082,3,1,2,1,2,N,3,9
12083,2,1,2,1,1,N,5,5
12084,8,N,2,1,1,N,N,3
12085,1,1,2,1,1,N,8,10
12086,6,6,2,1,2,N,1,7
12087,1,4,2,1,2,N,1,10
12088,1,4,2,1,1,N,4,7
12089,2,4,2,1,2,N,9,9
12090,8,4,2,1,1,N,7,5
12091,2,5,2,1,1,N,7,4
12092,3,N,2,1,2,N,N,3
12093,9,1,2,1,2,N,7,5
12094,1,1,2,1,1,N,2,4
12095,1,1,2,1,1,N,6,7
12096,2,1,2,1,1,N,2,5
12097,2,6,2,1,1,N,0,4
12098,1,6,1,1,1,N,1,9
12099,1,1,2,1,1,N,2,9
12100,6,6,1,3,0,N,2,8
12101,1,6,1,3,0,N,0,7
12102,1,1,2,1,1,N,6,8
12103,1,6,2,1,1,N,8,9
12104,1,N,2,1,2,N,N,1
12105,1,1,1,1,1,N,9,10
12106,1,1,2,1,2,N,8,9
12107,3,1,2,1,1,N,6,6
12108,1,N,2,1,2,N,N,3
12109,2,N,1,1,2,N,N,3
12110,1,1,1,1,1,N,3,7
12111,1,1,2,1,1,N,5,10
12112,1,1,1,1,1,N,5,9
12113,1,3,2,1,1,N,3,8
12114,1,6,1,1,1,N,4,7
12115,1,1,1,1,1,N,6,10
12116,2,1,2,1,2,N,4,5
12117,1,6,2,1,1,N,3,5
12118,2,1,1,1,1,N,8,5
12119,1,1,1,1,1,N,9,7
12120,2,6,2,1,2,N,6,5
12121,3,N,2,1,2,N,N,3
12122,1,6,2,1,2,N,5,7
12123,1,6,1,1,1,N,8,9
12124,2,6,2,1,1,N,6,10
12125,1,1,2,1,2,N,8,12
12126,6,6,2,1,2,N,5,6
12127,1,3,2,1,1,N,9,5
12128,8,3,2,3,0,N,7,9
12129,1,6,2,3,0,N,3,7
12130,2,6,2,1,2,N,7,8
12131,2,N,2,1,2,N,N,N
12132,2,6,2,1,2,N,2,7
12133,2,3,2,1,2,N,2,4
12134,1,1,1,1,1,N,8,9
12135,1,1,1,1,1,N,9,9
12136,1,1,1,1,1,N,4,8
12137,1,N,1,1,1,N,N,3
12138,1,1,2,1,1,N,7,11
12139,1,1,1,1,1,N,9,9
12140,1,6,1,1,1,N,7,12
12141,1,6,1,1,2,N,0,3
12142,2,4,1,1,1,N,5,6
12143,8,6,1,1,1,N,2,4
12144,1,1,1,1,2,N,9,11
12145,2,6,1,1,2,N,6,9
12146,1,N,1,1,2,N,N,3
12147,2,4,2,1,2,N,4,6
12148,1,N,2,1,2,N,N,N
12149,1,1,2,1,2,N,7,10
12150,1,6,2,3,0,N,3,5
12151,1,1,1,1,1,N,9,11
12152,1,1,2,1,1,N,0,5
12153,2,4,1,1,1,N,4,7
12154,2,6,2,1,2,N,7,6
12155,1,4,2,1,1,N,8,7
12156,1,1,2,1,1,N,7,11
12157,1,1,2,1,1,N,0,7
12158,1,N,1,1,1,N,N,1
12159,2,6,2,1,1,N,6,5
12160,2,1,1,1,2,N,1,5
12161,1,6,1,1,2,N,0,7
12162,1,1,1,1,1,2,9,7
12163,1,1,2,1,1,N,9,10
12164,1,2,1,1,1,N,9,9
12165,1,1,1,1,1,N,9,9
12166,1,6,2,1,1,N,6,9
12167,2,1,1,1,1,N,9,5
12168,2,2,2,1,1,N,5,9
12169,1,3,2,1,1,N,5,3
12170,2,6,2,1,2,N,1,4
12171,6,1,2,1,1,N,2,10
12172,3,6,2,1,2,N,3,1
12173,2,6,2,1,1,N,7,10
